match_id,round_id,total_round_duration
MATCH_000001,MATCH_000001-R01,18.925183207204856
MATCH_000001,MATCH_000001-R02,93.66255644728075
MATCH_000001,MATCH_000001-R03,91.51518582401525
MATCH_000001,MATCH_000001-R04,82.32395363797706
MATCH_000001,MATCH_000001-R05,116.08059594564718
MATCH_000001,MATCH_000001-R06,94.21008838754707
MATCH_000001,MATCH_000001-R07,134.6242309877717
MATCH_000001,MATCH_000001-R08,88.603465046426
MATCH_000001,MATCH_000001-R09,95.38259628089989
MATCH_000001,MATCH_000001-R10,83.32775941042655
MATCH_000001,MATCH_000001-R11,59.525262547405596
MATCH_000001,MATCH_000001-R12,95.88291635004913
MATCH_000001,MATCH_000001-R13,92.33864766981537
MATCH_000001,MATCH_000001-R14,132.99619577884482
MATCH_000001,MATCH_000001-R15,90.01086610801067
MATCH_000001,MATCH_000001-R16,127.91569140957763
MATCH_000001,MATCH_000001-R17,71.28695020701133
MATCH_000001,MATCH_000001-R18,99.25844744871989
MATCH_000001,MATCH_000001-R19,90.75904297779819
MATCH_000001,MATCH_000001-R20,122.96172143121254
MATCH_000001,MATCH_000001-R21,97.13437266929274
MATCH_000001,MATCH_000001-R22,82.69118829960284
MATCH_000002,MATCH_000002-R01,94.90913100856518
MATCH_000002,MATCH_000002-R02,86.28596781965497
MATCH_000002,MATCH_000002-R03,97.09217473369046
MATCH_000002,MATCH_000002-R04,99.83538985942741
MATCH_000002,MATCH_000002-R05,87.73861305844625
MATCH_000002,MATCH_000002-R06,82.28471565563925
MATCH_000002,MATCH_000002-R07,82.00973312973257
MATCH_000002,MATCH_000002-R08,129.88597619706817
MATCH_000002,MATCH_000002-R09,95.22088465723728
MATCH_000002,MATCH_000002-R10,83.54719447319692
MATCH_000002,MATCH_000002-R11,122.32983076312169
MATCH_000002,MATCH_000002-R12,91.843088988988
MATCH_000002,MATCH_000002-R13,105.4011731024878
MATCH_000002,MATCH_000002-R14,94.4532340285821
MATCH_000002,MATCH_000002-R15,81.9337429862172
MATCH_000002,MATCH_000002-R16,71.35026897079626
MATCH_000002,MATCH_000002-R17,120.31882465455675
MATCH_000002,MATCH_000002-R18,143.07319802865587
MATCH_000002,MATCH_000002-R19,108.47783240123567
MATCH_000002,MATCH_000002-R20,118.42688138743617
MATCH_000002,MATCH_000002-R21,93.5629568476012
MATCH_000002,MATCH_000002-R22,80.4622037935851
MATCH_000002,MATCH_000002-R23,121.14270982682424
MATCH_000002,MATCH_000002-R24,96.16054574549871
MATCH_000003,MATCH_000003-R01,83.25361942805989
MATCH_000003,MATCH_000003-R02,65.72045128932378
MATCH_000003,MATCH_000003-R03,88.75314787482199
MATCH_000003,MATCH_000003-R04,97.72712648256419
MATCH_000003,MATCH_000003-R05,92.79458820711633
MATCH_000003,MATCH_000003-R06,117.84068539379277
MATCH_000003,MATCH_000003-R07,96.76143657943012
MATCH_000003,MATCH_000003-R08,87.63872861919725
MATCH_000003,MATCH_000003-R09,86.07621601774657
MATCH_000003,MATCH_000003-R10,99.49498712041733
MATCH_000003,MATCH_000003-R11,83.32923606765672
MATCH_000003,MATCH_000003-R12,136.58123219646552
MATCH_000003,MATCH_000003-R13,121.54881390963101
MATCH_000003,MATCH_000003-R14,97.3927089472925
MATCH_000003,MATCH_000003-R15,111.8073258668885
MATCH_000003,MATCH_000003-R16,96.48304083493554
MATCH_000003,MATCH_000003-R17,80.64751282177619
MATCH_000003,MATCH_000003-R18,104.70649468949637
MATCH_000003,MATCH_000003-R19,84.23838856456878
MATCH_000003,MATCH_000003-R20,90.72658615210162
MATCH_000003,MATCH_000003-R21,81.44927366899863
MATCH_000004,MATCH_000004-R01,106.94930812888944
MATCH_000004,MATCH_000004-R02,94.74495273212338
MATCH_000004,MATCH_000004-R03,86.3533066059031
MATCH_000004,MATCH_000004-R04,121.66581037745081
MATCH_000004,MATCH_000004-R05,80.75865937903563
MATCH_000004,MATCH_000004-R06,87.95070507929198
MATCH_000004,MATCH_000004-R07,81.69028358132421
MATCH_000004,MATCH_000004-R08,98.37824091567836
MATCH_000004,MATCH_000004-R09,129.02622058906402
MATCH_000004,MATCH_000004-R10,94.90834350712115
MATCH_000004,MATCH_000004-R11,98.56457577288853
MATCH_000004,MATCH_000004-R12,124.06217620687883
MATCH_000004,MATCH_000004-R13,96.53419720143188
MATCH_000004,MATCH_000004-R14,80.56598316044537
MATCH_000004,MATCH_000004-R15,67.30544864542225
MATCH_000004,MATCH_000004-R16,76.87453149611156
MATCH_000004,MATCH_000004-R17,84.85983525187726
MATCH_000004,MATCH_000004-R18,90.12354166445506
MATCH_000004,MATCH_000004-R19,108.98309821134619
MATCH_000004,MATCH_000004-R20,78.81321990962462
MATCH_000004,MATCH_000004-R21,71.66921042263326
MATCH_000004,MATCH_000004-R22,90.18588499393091
MATCH_000004,MATCH_000004-R23,62.98393564375113
MATCH_000004,MATCH_000004-R24,87.43375333891356
MATCH_000005,MATCH_000005-R01,95.23931194849867
MATCH_000005,MATCH_000005-R02,83.50273447546186
MATCH_000005,MATCH_000005-R03,91.34500945942337
MATCH_000005,MATCH_000005-R04,84.77745873265712
MATCH_000005,MATCH_000005-R05,99.30145170607001
MATCH_000005,MATCH_000005-R06,73.46428822839162
MATCH_000005,MATCH_000005-R07,93.84726462683898
MATCH_000005,MATCH_000005-R08,98.06010954252923
MATCH_000005,MATCH_000005-R09,93.16304564664671
MATCH_000005,MATCH_000005-R10,84.32057484502445
MATCH_000005,MATCH_000005-R11,91.68725978650427
MATCH_000005,MATCH_000005-R12,112.95677874089733
MATCH_000005,MATCH_000005-R13,92.38025345521562
MATCH_000005,MATCH_000005-R14,98.00510152220082
MATCH_000005,MATCH_000005-R15,77.45615147021529
MATCH_000005,MATCH_000005-R16,86.63508415098224
MATCH_000005,MATCH_000005-R17,82.8841309247024
MATCH_000005,MATCH_000005-R18,104.99429403262162
MATCH_000005,MATCH_000005-R19,92.49215972112583
MATCH_000005,MATCH_000005-R20,85.10596718898236
MATCH_000005,MATCH_000005-R21,117.9717362698286
MATCH_000005,MATCH_000005-R22,80.96163583138697
MATCH_000006,MATCH_000006-R01,87.6739458347512
MATCH_000006,MATCH_000006-R02,77.11344479217718
MATCH_000006,MATCH_000006-R03,61.72815875353889
MATCH_000006,MATCH_000006-R04,85.94042159123889
MATCH_000006,MATCH_000006-R05,116.11504219022541
MATCH_000006,MATCH_000006-R06,88.46685916311581
MATCH_000006,MATCH_000006-R07,120.54131462570673
MATCH_000006,MATCH_000006-R08,133.14008425721727
MATCH_000006,MATCH_000006-R09,141.51247733437123
MATCH_000006,MATCH_000006-R10,80.71387066363488
MATCH_000006,MATCH_000006-R11,128.38301763745244
MATCH_000006,MATCH_000006-R12,115.41326564717842
MATCH_000006,MATCH_000006-R13,80.8756532588238
MATCH_000006,MATCH_000006-R14,82.67974185478765
MATCH_000006,MATCH_000006-R15,91.78544688733356
MATCH_000006,MATCH_000006-R16,90.32058405562637
MATCH_000006,MATCH_000006-R17,99.04636516571938
MATCH_000006,MATCH_000006-R18,128.45249342412848
MATCH_000006,MATCH_000006-R19,129.04024103327583
MATCH_000006,MATCH_000006-R20,134.4586584611083
MATCH_000006,MATCH_000006-R21,66.99926294478377
MATCH_000006,MATCH_000006-R22,77.08103868002779
MATCH_000007,MATCH_000007-R01,63.443477449350354
MATCH_000007,MATCH_000007-R02,73.90688109595101
MATCH_000007,MATCH_000007-R03,98.53925813428353
MATCH_000007,MATCH_000007-R04,99.08591682977281
MATCH_000007,MATCH_000007-R05,95.48336493309303
MATCH_000007,MATCH_000007-R06,94.51409075943786
MATCH_000007,MATCH_000007-R07,97.31825600819585
MATCH_000007,MATCH_000007-R08,95.754519541113
MATCH_000007,MATCH_000007-R09,97.9075440985468
MATCH_000007,MATCH_000007-R10,88.168865650454
MATCH_000007,MATCH_000007-R11,61.12058468355768
MATCH_000007,MATCH_000007-R12,98.32312839189228
MATCH_000007,MATCH_000007-R13,82.04256552372938
MATCH_000007,MATCH_000007-R14,89.0462910137569
MATCH_000007,MATCH_000007-R15,70.6658701406804
MATCH_000007,MATCH_000007-R16,89.10975015046155
MATCH_000007,MATCH_000007-R17,121.22384427104114
MATCH_000007,MATCH_000007-R18,90.40488639045478
MATCH_000007,MATCH_000007-R19,85.11867901068756
MATCH_000007,MATCH_000007-R20,84.32052985141293
MATCH_000008,MATCH_000008-R01,89.64854010688065
MATCH_000008,MATCH_000008-R02,131.69292270921855
MATCH_000008,MATCH_000008-R03,106.64510231710281
MATCH_000008,MATCH_000008-R04,120.61406728122095
MATCH_000008,MATCH_000008-R05,81.40781357425413
MATCH_000008,MATCH_000008-R06,120.87040414282112
MATCH_000008,MATCH_000008-R07,98.22594335735133
MATCH_000008,MATCH_000008-R08,118.97243637653986
MATCH_000008,MATCH_000008-R09,99.25313378965333
MATCH_000008,MATCH_000008-R10,82.01004969480552
MATCH_000008,MATCH_000008-R11,77.55557417052292
MATCH_000008,MATCH_000008-R12,91.31448011029916
MATCH_000008,MATCH_000008-R13,94.26415076056676
MATCH_000008,MATCH_000008-R14,84.48939410779288
MATCH_000008,MATCH_000008-R15,91.18843877588756
MATCH_000008,MATCH_000008-R16,91.82223813770969
MATCH_000008,MATCH_000008-R17,89.99521000280416
MATCH_000008,MATCH_000008-R18,105.37865804044421
MATCH_000008,MATCH_000008-R19,90.31316745934731
MATCH_000008,MATCH_000008-R20,86.41565206416324
MATCH_000009,MATCH_000009-R01,96.85605513135617
MATCH_000009,MATCH_000009-R02,93.01532247590951
MATCH_000009,MATCH_000009-R03,98.57164398554104
MATCH_000009,MATCH_000009-R04,85.50122440089339
MATCH_000009,MATCH_000009-R05,81.98684484455353
MATCH_000009,MATCH_000009-R06,91.53349233858196
MATCH_000009,MATCH_000009-R07,133.73400451187212
MATCH_000009,MATCH_000009-R08,89.56162007820535
MATCH_000009,MATCH_000009-R09,98.45800487815347
MATCH_000009,MATCH_000009-R10,86.27605241710137
MATCH_000009,MATCH_000009-R11,95.79692536906066
MATCH_000009,MATCH_000009-R12,80.80204848962104
MATCH_000009,MATCH_000009-R13,102.22816111683653
MATCH_000009,MATCH_000009-R14,139.59446441550764
MATCH_000009,MATCH_000009-R15,83.98863085848099
MATCH_000009,MATCH_000009-R16,88.45696693533439
MATCH_000010,MATCH_000010-R01,85.43549586809898
MATCH_000010,MATCH_000010-R02,97.06703195538049
MATCH_000010,MATCH_000010-R03,92.99723540713408
MATCH_000010,MATCH_000010-R04,84.32263822347615
MATCH_000010,MATCH_000010-R05,97.37008683995593
MATCH_000010,MATCH_000010-R06,89.75930218446075
MATCH_000010,MATCH_000010-R07,86.44927860696177
MATCH_000010,MATCH_000010-R08,81.18539275761195
MATCH_000010,MATCH_000010-R09,94.44580325090604
MATCH_000010,MATCH_000010-R10,90.704901640049
MATCH_000010,MATCH_000010-R11,97.7704268272921
MATCH_000010,MATCH_000010-R12,86.63798419708884
MATCH_000010,MATCH_000010-R13,116.38196374789507
MATCH_000010,MATCH_000010-R14,81.2245702371579
MATCH_000010,MATCH_000010-R15,138.30207326335997
MATCH_000010,MATCH_000010-R16,99.86693199324989
MATCH_000010,MATCH_000010-R17,138.09988966166145
MATCH_000010,MATCH_000010-R18,99.17463569266522
MATCH_000010,MATCH_000010-R19,139.07929420106933
MATCH_000010,MATCH_000010-R20,88.99901000867992
MATCH_000011,MATCH_000011-R01,90.85092940917494
MATCH_000011,MATCH_000011-R02,76.12234276826877
MATCH_000011,MATCH_000011-R03,92.51017401089848
MATCH_000011,MATCH_000011-R04,81.45453714031274
MATCH_000011,MATCH_000011-R05,139.3016496218173
MATCH_000011,MATCH_000011-R06,92.39643580218858
MATCH_000011,MATCH_000011-R07,108.5211874942069
MATCH_000011,MATCH_000011-R08,87.22689466468576
MATCH_000011,MATCH_000011-R09,93.03387928968445
MATCH_000011,MATCH_000011-R10,121.77822954654204
MATCH_000011,MATCH_000011-R11,91.28010460024265
MATCH_000011,MATCH_000011-R12,91.28650083996598
MATCH_000011,MATCH_000011-R13,92.28173555788715
MATCH_000011,MATCH_000011-R14,89.36571698897782
MATCH_000011,MATCH_000011-R15,92.54331233256733
MATCH_000011,MATCH_000011-R16,93.62376582150772
MATCH_000011,MATCH_000011-R17,92.12323640838125
MATCH_000011,MATCH_000011-R18,61.78803886788732
MATCH_000011,MATCH_000011-R19,90.81072354402306
MATCH_000012,MATCH_000012-R01,73.09970887347424
MATCH_000012,MATCH_000012-R02,82.17473412932037
MATCH_000012,MATCH_000012-R03,83.23889401614078
MATCH_000012,MATCH_000012-R04,93.76865673989869
MATCH_000012,MATCH_000012-R05,113.31628429908457
MATCH_000012,MATCH_000012-R06,87.62350737627851
MATCH_000012,MATCH_000012-R07,129.76148404454895
MATCH_000012,MATCH_000012-R08,86.08560626749897
MATCH_000012,MATCH_000012-R09,84.92645797722989
MATCH_000012,MATCH_000012-R10,66.79032635361118
MATCH_000012,MATCH_000012-R11,89.46586971388827
MATCH_000012,MATCH_000012-R12,87.65456918316364
MATCH_000012,MATCH_000012-R13,99.86578314163366
MATCH_000012,MATCH_000012-R14,108.03664283891368
MATCH_000012,MATCH_000012-R15,96.8414226585443
MATCH_000012,MATCH_000012-R16,86.93227040988491
MATCH_000012,MATCH_000012-R17,138.60238907854068
MATCH_000012,MATCH_000012-R18,95.68722593484716
MATCH_000012,MATCH_000012-R19,82.04419880290561
MATCH_000012,MATCH_000012-R20,92.54720092751886
MATCH_000012,MATCH_000012-R21,98.51980733197217
